Name,Association,Class,Rarity,Level,Chibi,Health,Armor,Reload,Luck,Firepower,Torpedo,Evasion,Speed,AntiAir,Aviation,OilConsumption,Accuracy,AntiSubmarine
Furutaka,Sakura Empire,Heavy Cruiser,Normal,Level 120 Retrofit,/w/images/d/db/FurutakaChibi.png,3719,Medium,168,34,245,235,75,31,176,0,9,111,0
Arashio,Sakura Empire,Destroyer,Rare,Level 100,/w/images/3/34/ArashioChibi.png,1614,Light,171,32,54,463,185,42,129,0,8,174,168
Furutaka,Sakura Empire,Heavy Cruiser,Normal,Level 120,/w/images/d/db/FurutakaChibi.png,3439,Medium,163,34,215,190,75,31,161,0,9,111,0
Sovetskaya Rossiya,North Union,Battleship,Super Rare,Base Stats,/w/images/d/db/Sovetskaya_RossiyaChibi.png,1382,Heavy,51,46,82,0,8,28,46,0,6,19,0
Furutaka,Sakura Empire,Heavy Cruiser,Normal,Level 100 Retrofit,/w/images/d/db/FurutakaChibi.png,3323,Medium,147,34,217,210,33,31,155,0,9,99,0
Arashio,Sakura Empire,Destroyer,Rare,Base Stats,/w/images/3/34/ArashioChibi.png,312,Light,72,32,12,98,71,42,28,0,2,67,46
Furutaka,Sakura Empire,Heavy Cruiser,Normal,Level 100,/w/images/d/db/FurutakaChibi.png,3043,Medium,142,34,187,165,33,31,140,0,9,99,0
Clevelad,Eagle Union,Light Cruiser,Elite,Level 100,/w/images/4/4f/CleveladChibi.png,3244,Light,157,71,141,0,79,32,285,0,10,141,88
Furutaka,Sakura Empire,Heavy Cruiser,Normal,Base Stats,/w/images/d/db/FurutakaChibi.png,589,Medium,60,34,40,35,13,31,30,0,2,38,0
Little Bel,Royal Navy,Light Cruiser,Elite,Level 120,/w/images/e/e4/Little_BelChibi.png,3231,Light,185,89,159,324,96,32,282,0,10,160,147
Kako,Sakura Empire,Heavy Cruiser,Normal,Level 120 Retrofit,/w/images/a/a8/KakoChibi.png,3719,Medium,168,34,245,235,75,31,176,0,9,111,0
Sheffield (Muse),Royal Navy,Light Cruiser,Elite,Base Stats,/w/images/5/57/Sheffield_%28Muse%29Chibi.png,615,Light,67,78,28,55,29,32,67,0,3,55,21
Kako,Sakura Empire,Heavy Cruiser,Normal,Level 120,/w/images/a/a8/KakoChibi.png,3439,Medium,163,34,215,190,75,31,161,0,9,111,0
Little Bel,Royal Navy,Light Cruiser,Elite,Level 100,/w/images/e/e4/Little_BelChibi.png,2885,Light,161,89,138,286,72,32,247,0,10,143,131
Kako,Sakura Empire,Heavy Cruiser,Normal,Level 100 Retrofit,/w/images/a/a8/KakoChibi.png,3323,Medium,147,34,217,210,33,31,155,0,9,99,0
Clevelad,Eagle Union,Light Cruiser,Elite,Base Stats,/w/images/4/4f/CleveladChibi.png,628,Light,66,71,30,0,30,32,61,0,3,54,24
Kako,Sakura Empire,Heavy Cruiser,Normal,Level 100,/w/images/a/a8/KakoChibi.png,3043,Medium,142,34,187,165,33,31,140,0,9,99,0
Little Bel,Royal Navy,Light Cruiser,Elite,Base Stats,/w/images/e/e4/Little_BelChibi.png,558,Light,68,89,29,61,28,32,53,0,3,55,36
Kako,Sakura Empire,Heavy Cruiser,Normal,Base Stats,/w/images/a/a8/KakoChibi.png,589,Medium,60,34,40,35,13,31,30,0,2,38,0
Tone,Sakura Empire,Heavy Cruiser,Unreleased,Level 100,/w/images/7/7d/ToneChibi.png,,,,,,,,,,,,,
Aoba,Sakura Empire,Heavy Cruiser,Normal,Level 120,/w/images/8/8d/AobaChibi.png,3527,Medium,163,52,215,190,76,32,167,0,9,111,0
Abercrombie,Royal Navy,Monitor,Elite,Level 120,/w/images/c/c1/AbercrombieChibi.png,3777,Light,148,38,286,0,61,12,182,0,10,81,0
Aoba,Sakura Empire,Heavy Cruiser,Normal,Level 100,/w/images/8/8d/AobaChibi.png,3108,Medium,142,52,187,165,34,32,145,0,9,99,0
Li'l Sandy,Eagle Union,Light Cruiser,Elite,Level 120,/w/images/9/90/Li%27l_SandyChibi.png,3226,Light,182,85,131,161,95,32,434,0,10,168,192
Aoba,Sakura Empire,Heavy Cruiser,Normal,Base Stats,/w/images/8/8d/AobaChibi.png,601,Medium,60,52,40,35,13,32,31,0,2,38,0
Abercrombie,Royal Navy,Monitor,Elite,Level 100,/w/images/c/c1/AbercrombieChibi.png,3148,Light,129,38,251,0,29,12,158,0,10,73,0
Kinugasa,Sakura Empire,Heavy Cruiser,Normal,Level 120,/w/images/c/c0/KinugasaChibi.png,3527,Medium,163,65,215,190,76,32,167,0,9,111,0
Admiral Hipper (Muse),Ironblood,Heavy Cruiser,Elite,Level 120,/w/images/2/2f/Admiral_Hipper_%28Muse%29Chibi.png,4844,Medium,176,66,251,185,61,25,189,0,11,128,0
Kinugasa,Sakura Empire,Heavy Cruiser,Normal,Level 100,/w/images/c/c0/KinugasaChibi.png,3108,Medium,142,65,187,165,34,32,145,0,9,99,0
Abercrombie,Royal Navy,Monitor,Elite,Base Stats,/w/images/c/c1/AbercrombieChibi.png,609,Light,54,38,53,0,11,12,34,0,3,28,0
Kinugasa,Sakura Empire,Heavy Cruiser,Normal,Base Stats,/w/images/c/c0/KinugasaChibi.png,601,Medium,60,65,40,35,13,32,31,0,2,38,0
Li'l Sandy,Eagle Union,Light Cruiser,Elite,Level 100,/w/images/9/90/Li%27l_SandyChibi.png,2868,Light,159,85,114,140,73,32,391,0,10,150,173
Myoukou,Sakura Empire,Heavy Cruiser,Rare,Level 120,/w/images/6/6b/MyoukouChibi.png,5220,Medium,163,62,196,150,78,32,193,0,10,125,0
Sussex,Royal Navy,Heavy Cruiser,Rare,Level 120,/w/images/4/44/SussexChibi.png,3461,Light,160,68,203,215,71,25,255,0,10,116,0
Myoukou,Sakura Empire,Heavy Cruiser,Rare,Level 100,/w/images/6/6b/MyoukouChibi.png,4746,Medium,142,62,171,130,36,32,168,0,10,111,0
Intrepid,Eagle Union,Aircraft Carrier,Super Rare,Level 120,/w/images/b/b0/IntrepidChibi.png,6634,Medium,131,68,0,0,54,33,331,430,13,85,0
Myoukou,Sakura Empire,Heavy Cruiser,Rare,Base Stats,/w/images/6/6b/MyoukouChibi.png,918,Medium,60,62,36,28,14,32,36,0,3,43,0
Sussex,Royal Navy,Heavy Cruiser,Rare,Level 100,/w/images/4/44/SussexChibi.png,3049,Light,139,68,176,187,22,25,222,0,10,99,0
Nachi,Sakura Empire,Heavy Cruiser,Rare,Level 120,/w/images/c/c8/NachiChibi.png,5220,Medium,163,58,196,150,78,32,193,0,10,125,0
Li'l Sandy,Eagle Union,Light Cruiser,Elite,Base Stats,/w/images/9/90/Li%27l_SandyChibi.png,555,Light,67,85,24,30,28,32,84,0,3,58,47
Nachi,Sakura Empire,Heavy Cruiser,Rare,Level 100,/w/images/c/c8/NachiChibi.png,4746,Medium,142,58,171,130,36,32,168,0,10,111,0
Sussex,Royal Navy,Heavy Cruiser,Rare,Base Stats,/w/images/4/44/SussexChibi.png,590,Light,59,68,37,40,9,25,48,0,3,38,0
Nachi,Sakura Empire,Heavy Cruiser,Rare,Base Stats,/w/images/c/c8/NachiChibi.png,918,Medium,60,58,36,28,14,32,36,0,3,43,0
Admiral Hipper (Muse),Ironblood,Heavy Cruiser,Elite,Level 100,/w/images/2/2f/Admiral_Hipper_%28Muse%29Chibi.png,4306,Medium,153,66,218,161,23,25,164,0,11,114,0
Ashigara,Sakura Empire,Heavy Cruiser,Elite,Level 120,/w/images/6/60/AshigaraChibi.png,4162,Medium,168,60,234,223,75,28,171,0,11,125,0
I-19,Sakura Empire,Submarine,Super Rare,Level 120,/w/images/b/bd/I-19Chibi.png,2165,Light,110,19,59,549,45,18,0,0,7,170,0
Ashigara,Sakura Empire,Heavy Cruiser,Elite,Level 100,/w/images/6/60/AshigaraChibi.png,3783,Medium,146,60,203,194,33,28,148,0,11,111,0
Swiftsure,Royal Navy,Light Cruiser,Super Rare,Level 120,/w/images/9/9a/SwiftsureChibi.png,3796,Light,190,44,163,364,96,32,304,0,11,163,148
Ashigara,Sakura Empire,Heavy Cruiser,Elite,Base Stats,/w/images/6/60/AshigaraChibi.png,732,Medium,62,60,43,41,13,28,32,0,3,43,0
I-19,Sakura Empire,Submarine,Super Rare,Level 100,/w/images/b/bd/I-19Chibi.png,1805,Light,96,19,51,499,25,18,0,0,7,152,0
Takao,Sakura Empire,Heavy Cruiser,Super Rare,Level 120,/w/images/d/de/TakaoChibi.png,4295,Medium,175,65,270,245,79,31,178,0,12,134,0
Kirov,North Union,Light Cruiser,Unreleased,Level 120,,,,,,,,,,,,,,
Takao,Sakura Empire,Heavy Cruiser,Super Rare,Level 100,/w/images/d/de/TakaoChibi.png,3818,Medium,152,65,236,213,33,31,155,0,12,119,0
I-19,Sakura Empire,Submarine,Super Rare,Base Stats,/w/images/b/bd/I-19Chibi.png,349,Light,41,19,11,106,10,18,0,0,2,58,0
Takao,Sakura Empire,Heavy Cruiser,Super Rare,Base Stats,/w/images/d/de/TakaoChibi.png,738,Medium,64,65,50,45,13,31,33,0,4,46,0
Swiftsure,Royal Navy,Light Cruiser,Super Rare,Level 100,/w/images/9/9a/SwiftsureChibi.png,3359,Light,165,44,142,324,72,32,267,0,11,146,131
Atago,Sakura Empire,Heavy Cruiser,Super Rare,Level 120,/w/images/3/33/AtagoChibi.png,4295,Medium,175,48,270,245,79,31,178,0,12,134,0
I-26,Sakura Empire,Submarine,Elite,Level 120,/w/images/c/c6/I-26Chibi.png,2067,Light,109,26,61,520,45,18,0,0,6,164,0
Atago,Sakura Empire,Heavy Cruiser,Super Rare,Level 100,/w/images/3/33/AtagoChibi.png,3818,Medium,152,48,236,213,33,31,155,0,12,119,0
Admiral Hipper (Muse),Ironblood,Heavy Cruiser,Elite,Base Stats,/w/images/2/2f/Admiral_Hipper_%28Muse%29Chibi.png,833,Medium,65,66,46,34,9,25,35,0,3,44,0
Atago,Sakura Empire,Heavy Cruiser,Super Rare,Base Stats,/w/images/3/33/AtagoChibi.png,738,Medium,64,48,50,45,13,31,33,0,4,46,0
I-26,Sakura Empire,Submarine,Elite,Level 100,/w/images/c/c6/I-26Chibi.png,1723,Light,95,26,53,472,25,18,0,0,6,146,0
Maya,Sakura Empire,Heavy Cruiser,Super Rare,Level 120,/w/images/8/84/MayaChibi.png,4295,Medium,175,48,270,245,79,31,178,0,12,134,0
Swiftsure,Royal Navy,Light Cruiser,Super Rare,Base Stats,/w/images/9/9a/SwiftsureChibi.png,650,Light,70,44,30,69,28,32,57,0,3,56,36
Maya,Sakura Empire,Heavy Cruiser,Super Rare,Level 100,/w/images/8/84/MayaChibi.png,3818,Medium,152,48,236,213,33,31,155,0,12,119,0
I-26,Sakura Empire,Submarine,Elite,Base Stats,/w/images/c/c6/I-26Chibi.png,333,Light,40,26,11,100,10,18,0,0,2,56,0
Maya,Sakura Empire,Heavy Cruiser,Super Rare,Base Stats,/w/images/8/84/MayaChibi.png,738,Medium,64,48,50,45,13,31,33,0,4,46,0
Intrepid,Eagle Union,Aircraft Carrier,Super Rare,Level 100,/w/images/b/b0/IntrepidChibi.png,5719,Medium,114,68,0,0,34,33,293,388,13,76,0
Choukai,Sakura Empire,Heavy Cruiser,Super Rare,Level 120,/w/images/c/cb/ChoukaiChibi.png,4295,Medium,175,50,261,221,79,31,178,0,12,134,0
I-58,Sakura Empire,Submarine,Elite,Level 120,/w/images/4/4b/I-58Chibi.png,2080,Light,79,58,59,503,37,14,0,0,6,168,0
Choukai,Sakura Empire,Heavy Cruiser,Super Rare,Level 100,/w/images/c/cb/ChoukaiChibi.png,3818,Medium,152,50,228,192,33,31,155,0,12,119,0
Le Malin,Vichya Dominion,Destroyer,Super Rare,Level 120,/w/images/5/57/Le_MalinChibi.png,2021,Light,206,51,137,273,213,54,138,0,10,186,192
Choukai,Sakura Empire,Heavy Cruiser,Super Rare,Base Stats,/w/images/c/cb/ChoukaiChibi.png,738,Medium,64,50,48,41,13,31,33,0,4,46,0
I-58,Sakura Empire,Submarine,Elite,Level 100,/w/images/4/4b/I-58Chibi.png,1733,Light,69,58,51,457,18,14,0,0,6,150,0
Kongou,Sakura Empire,Battlecruiser,Elite,Level 120,/w/images/2/23/KongouChibi.png,6604,Medium,159,43,367,0,37,30,273,0,14,70,0
Glasgow,Royal Navy,Light Cruiser,Rare,Level 120,/w/images/9/9a/GlasgowChibi.png,3688,Light,171,81,151,273,100,32,344,0,9,157,99
Kongou,Sakura Empire,Battlecruiser,Elite,Level 100,/w/images/2/23/KongouChibi.png,5620,Medium,138,43,327,0,20,30,238,0,14,56,0
I-58,Sakura Empire,Submarine,Elite,Base Stats,/w/images/4/4b/I-58Chibi.png,335,Light,29,58,11,97,7,14,0,0,2,58,0
Kongou,Sakura Empire,Battlecruiser,Elite,Base Stats,/w/images/2/23/KongouChibi.png,1087,Medium,58,43,69,0,8,30,51,0,5,22,0
Le Malin,Vichya Dominion,Destroyer,Super Rare,Level 100,/w/images/5/57/Le_MalinChibi.png,1684,Light,179,51,119,239,206,54,120,0,10,177,173
Hiei,Sakura Empire,Battlecruiser,Elite,Level 120,/w/images/d/d1/HieiChibi.png,6604,Medium,160,37,367,0,37,30,273,0,14,68,0
U-81,Ironblood,Submarine,Super Rare,Level 120,/w/images/9/94/U-81Chibi.png,1309,Light,109,23,50,555,37,14,0,0,7,174,0
Hiei,Sakura Empire,Battlecruiser,Elite,Level 100,/w/images/d/d1/HieiChibi.png,5620,Medium,139,37,327,0,20,30,238,0,14,55,0
Tone,Sakura Empire,Heavy Cruiser,Unreleased,Base Stats,/w/images/7/7d/ToneChibi.png,,,,,,,,,,,,,
Hiei,Sakura Empire,Battlecruiser,Elite,Base Stats,/w/images/d/d1/HieiChibi.png,1087,Medium,59,37,69,0,8,30,51,0,5,21,0
U-81,Ironblood,Submarine,Super Rare,Level 100,/w/images/9/94/U-81Chibi.png,1091,Light,95,23,43,505,18,14,0,0,7,156,0
Haruna,Sakura Empire,Battlecruiser,Elite,Level 120,/w/images/5/5c/HarunaChibi.png,6604,Medium,159,47,360,0,37,30,273,0,14,68,0
Le Malin,Vichya Dominion,Destroyer,Super Rare,Base Stats,/w/images/5/57/Le_MalinChibi.png,326,Light,76,51,25,51,79,54,26,0,3,68,47
Haruna,Sakura Empire,Battlecruiser,Elite,Level 100,/w/images/5/5c/HarunaChibi.png,5620,Medium,138,47,320,0,20,30,238,0,14,55,0
U-81,Ironblood,Submarine,Super Rare,Base Stats,/w/images/9/94/U-81Chibi.png,211,Light,40,23,9,107,7,14,0,0,2,60,0
Haruna,Sakura Empire,Battlecruiser,Elite,Base Stats,/w/images/5/5c/HarunaChibi.png,1087,Medium,58,47,68,0,8,30,51,0,5,21,0
Glasgow,Royal Navy,Light Cruiser,Rare,Level 100,/w/images/9/9a/GlasgowChibi.png,3293,Light,149,81,131,239,76,32,305,0,9,140,87
Kirishima,Sakura Empire,Battlecruiser,Elite,Level 120,/w/images/8/8a/KirishimaChibi.png,6604,Medium,160,37,367,0,37,30,273,0,14,68,0
Dace,Eagle Union,Submarine,Elite,Level 120,/w/images/0/0f/DaceChibi.png,1692,Light,90,68,71,503,41,16,0,0,6,178,0
Kirishima,Sakura Empire,Battlecruiser,Elite,Level 100,/w/images/8/8a/KirishimaChibi.png,5620,Medium,139,37,327,0,20,30,238,0,14,55,0
L'Opiniâtre,Iris Libre,Destroyer,Elite,Level 120,/w/images/b/b7/L%27OpiniâtreChibi.png,1772,Light,196,45,103,370,178,42,204,0,9,194,193
Kirishima,Sakura Empire,Battlecruiser,Elite,Base Stats,/w/images/8/8a/KirishimaChibi.png,1087,Medium,59,37,69,0,8,30,51,0,5,21,0
Dace,Eagle Union,Submarine,Elite,Level 100,/w/images/0/0f/DaceChibi.png,1410,Light,78,68,62,457,22,16,0,0,6,159,0
Fusou,Sakura Empire,Battleship,Rare,Level 120 Retrofit,/w/images/a/a8/FusouChibi.png,7266,Heavy,134,13,390,0,31,23,303,202,13,77,0
Intrepid,Eagle Union,Aircraft Carrier,Super Rare,Base Stats,/w/images/b/b0/IntrepidChibi.png,1106,Medium,48,68,0,0,13,33,63,82,4,29,0
Fusou,Sakura Empire,Battleship,Rare,Level 120,/w/images/a/a8/FusouChibi.png,6916,Heavy,138,13,390,0,31,23,222,0,13,66,0
Dace,Eagle Union,Submarine,Elite,Base Stats,/w/images/0/0f/DaceChibi.png,273,Light,33,68,13,97,9,16,0,0,2,61,0
Fusou,Sakura Empire,Battleship,Rare,Level 100 Retrofit,/w/images/a/a8/FusouChibi.png,6261,Heavy,118,13,352,0,13,23,268,151,13,63,0
L'Opiniâtre,Iris Libre,Destroyer,Elite,Level 100,/w/images/b/b7/L%27OpiniâtreChibi.png,1477,Light,171,45,89,329,171,42,177,0,9,185,174
Fusou,Sakura Empire,Battleship,Rare,Level 100,/w/images/a/a8/FusouChibi.png,5911,Heavy,120,13,349,0,13,23,193,0,13,52,0
U-47,Ironblood,Submarine,Super Rare,Level 120,/w/images/9/90/U-47Chibi.png,1297,Light,110,32,48,530,37,14,0,0,7,178,0
Fusou,Sakura Empire,Battleship,Rare,Base Stats,/w/images/a/a8/FusouChibi.png,1143,Heavy,51,13,74,0,5,23,41,0,4,20,0
Glasgow,Royal Navy,Light Cruiser,Rare,Base Stats,/w/images/9/9a/GlasgowChibi.png,637,Light,63,81,28,51,29,32,65,0,2,54,24
Yamashiro,Sakura Empire,Battleship,Rare,Level 120 Retrofit,/w/images/e/e1/YamashiroChibi.png,7657,Heavy,134,14,390,0,31,23,303,202,13,77,0
U-47,Ironblood,Submarine,Super Rare,Level 100,/w/images/9/90/U-47Chibi.png,1081,Light,96,32,42,482,18,14,0,0,7,159,0
Yamashiro,Sakura Empire,Battleship,Rare,Level 120,/w/images/e/e1/YamashiroChibi.png,7307,Heavy,138,14,390,0,31,23,222,0,13,66,0
L'Opiniâtre,Iris Libre,Destroyer,Elite,Base Stats,/w/images/b/b7/L%27OpiniâtreChibi.png,286,Light,72,45,19,70,66,42,38,0,2,71,47
Yamashiro,Sakura Empire,Battleship,Rare,Level 100 Retrofit,/w/images/e/e1/YamashiroChibi.png,6596,Heavy,118,14,352,0,13,23,268,151,13,63,0
U-47,Ironblood,Submarine,Super Rare,Base Stats,/w/images/9/90/U-47Chibi.png,209,Light,41,32,9,102,7,14,0,0,2,61,0
Yamashiro,Sakura Empire,Battleship,Rare,Level 100,/w/images/e/e1/YamashiroChibi.png,6246,Heavy,120,14,349,0,13,23,193,0,13,52,0
Pola,Sardegna Empire,Heavy Cruiser,Unreleased,Level 100,,,,,,,,,,,,,,
Yamashiro,Sakura Empire,Battleship,Rare,Base Stats,/w/images/e/e1/YamashiroChibi.png,1208,Heavy,51,14,74,0,5,23,41,0,4,20,0
U-557,Ironblood,Submarine,Elite,Level 120,/w/images/e/ed/U-557Chibi.png,1261,Light,84,18,44,499,37,14,0,0,6,166,0
Ise,Sakura Empire,Battleship,Rare,Level 120 Retrofit,/w/images/c/c9/IseChibi.png,7243,Heavy,132,60,389,0,31,23,373,275,13,87,0
I-25,Sakura Empire,Submarine,Elite,Level 120,/w/images/6/61/I-25Chibi.png,1946,Light,70,25,65,514,45,18,0,0,6,178,0
Ise,Sakura Empire,Battleship,Rare,Level 120,/w/images/c/c9/IseChibi.png,7124,Heavy,141,60,398,0,31,23,229,0,13,70,0
U-557,Ironblood,Submarine,Elite,Level 100,/w/images/e/ed/U-557Chibi.png,1051,Light,73,18,38,453,18,14,0,0,6,148,0
Ise,Sakura Empire,Battleship,Rare,Level 100 Retrofit,/w/images/c/c9/IseChibi.png,6205,Heavy,115,60,351,0,13,23,337,191,13,72,0
Kasumi,Sakura Empire,Destroyer,Elite,Level 120,/w/images/2/22/KasumiChibi.png,1999,Light,201,70,65,526,191,42,156,0,9,183,192
Ise,Sakura Empire,Battleship,Rare,Level 100,/w/images/c/c9/IseChibi.png,6105,Heavy,123,60,357,0,13,23,200,0,13,56,0
U-557,Ironblood,Submarine,Elite,Base Stats,/w/images/e/ed/U-557Chibi.png,203,Light,31,18,8,96,7,14,0,0,2,57,0
Ise,Sakura Empire,Battleship,Rare,Base Stats,/w/images/c/c9/IseChibi.png,1181,Heavy,52,60,76,0,5,23,43,0,4,22,0
I-25,Sakura Empire,Submarine,Elite,Level 100,/w/images/6/61/I-25Chibi.png,1622,Light,61,25,57,467,25,18,0,0,6,159,0
Hyuuga,Sakura Empire,Battleship,Rare,Level 120 Retrofit,/w/images/e/e0/HyuugaChibi.png,7243,Heavy,132,60,389,0,31,23,373,275,13,87,0
Z35,Ironblood,Destroyer,Elite,Level 120,/w/images/4/4b/Z35Chibi.png,2092,Light,201,35,80,440,159,43,182,0,9,181,202
Hyuuga,Sakura Empire,Battleship,Rare,Level 120,/w/images/e/e0/HyuugaChibi.png,7124,Heavy,141,60,398,0,31,23,229,0,13,70,0
Bremerton,Eagle Union,Heavy Cruiser,Super Rare,Level 120,/w/images/a/ad/BremertonChibi.png,4828,Medium,184,55,267,0,57,26,266,0,12,136,0
Hyuuga,Sakura Empire,Battleship,Rare,Level 100 Retrofit,/w/images/e/e0/HyuugaChibi.png,6205,Heavy,115,60,351,0,13,23,337,191,13,72,0
Z35,Ironblood,Destroyer,Elite,Level 100,/w/images/4/4b/Z35Chibi.png,1758,Light,175,35,70,398,153,43,158,0,9,172,183
Hyuuga,Sakura Empire,Battleship,Rare,Level 100,/w/images/e/e0/HyuugaChibi.png,6105,Heavy,123,60,357,0,13,23,200,0,13,56,0
I-25,Sakura Empire,Submarine,Elite,Base Stats,/w/images/6/61/I-25Chibi.png,314,Light,26,25,12,99,10,18,0,0,2,61,0
Hyuuga,Sakura Empire,Battleship,Rare,Base Stats,/w/images/e/e0/HyuugaChibi.png,1181,Heavy,52,60,76,0,5,23,43,0,4,22,0
Z35,Ironblood,Destroyer,Elite,Base Stats,/w/images/4/4b/Z35Chibi.png,340,Light,74,35,15,84,59,43,34,0,2,66,50
Nagato,Sakura Empire,Battleship,Super Rare,Level 120,/w/images/8/85/NagatoChibi.png,8117,Heavy,146,71,419,0,37,25,182,0,15,70,0
Kasumi,Sakura Empire,Destroyer,Elite,Level 100,/w/images/2/22/KasumiChibi.png,1666,Light,175,70,56,478,185,42,136,0,9,174,172
Nagato,Sakura Empire,Battleship,Super Rare,Level 100,/w/images/8/85/NagatoChibi.png,6955,Heavy,127,71,377,0,18,25,159,0,15,56,0
Z18,Ironblood,Destroyer,Rare,Level 120,/w/images/c/cf/Z18Chibi.png,2033,Light,201,38,68,440,148,43,149,0,8,182,192
Nagato,Sakura Empire,Battleship,Super Rare,Base Stats,/w/images/8/85/NagatoChibi.png,1345,Heavy,54,71,80,0,7,25,34,0,5,22,0
I-56,Sakura Empire,Submarine,Elite,Level 120,/w/images/5/58/I-56Chibi.png,2080,Light,62,46,59,502,37,14,0,0,6,166,0
Mutsu,Sakura Empire,Battleship,Elite,Level 120,/w/images/9/96/MutsuChibi.png,7896,Heavy,145,34,409,0,34,25,185,0,14,71,0
Z18,Ironblood,Destroyer,Rare,Level 100,/w/images/c/cf/Z18Chibi.png,1708,Light,175,38,59,398,143,43,129,0,8,174,173
Mutsu,Sakura Empire,Battleship,Elite,Level 100,/w/images/9/96/MutsuChibi.png,6766,Heavy,126,34,368,0,16,25,161,0,14,57,0
Chikuma,Sakura Empire,Heavy Cruiser,Unreleased,Level 120,/w/images/8/8a/ChikumaChibi.png,,,,,,,,,,,,,
Mutsu,Sakura Empire,Battleship,Elite,Base Stats,/w/images/9/96/MutsuChibi.png,1309,Heavy,53,34,78,0,6,25,34,0,5,22,0
Z18,Ironblood,Destroyer,Rare,Base Stats,/w/images/c/cf/Z18Chibi.png,330,Light,74,38,13,84,55,43,28,0,2,67,47
Hiyou,Sakura Empire,Light Aircraft Carrier,Rare,Level 120,/w/images/7/7a/HiyouChibi.png,5204,Medium,157,43,0,0,68,25,247,279,11,78,80
I-56,Sakura Empire,Submarine,Elite,Level 100,/w/images/5/58/I-56Chibi.png,1733,Light,54,46,51,456,18,14,0,0,6,148,0
Hiyou,Sakura Empire,Light Aircraft Carrier,Rare,Level 100,/w/images/7/7a/HiyouChibi.png,4448,Medium,137,43,0,0,49,25,215,244,11,65,70
Le Triomphant,Iris Libre,Destroyer,Super Rare,Level 120,/w/images/5/53/Le_TriomphantChibi.png,2021,Light,207,77,131,267,213,54,167,0,10,186,207
Hiyou,Sakura Empire,Light Aircraft Carrier,Rare,Base Stats,/w/images/7/7a/HiyouChibi.png,860,Medium,58,43,0,0,19,25,46,52,3,25,19
Kasumi,Sakura Empire,Destroyer,Elite,Base Stats,/w/images/2/22/KasumiChibi.png,322,Light,74,70,12,101,71,42,29,0,2,67,47
Junyou,Sakura Empire,Light Aircraft Carrier,Rare,Level 120,/w/images/c/cf/JunyouChibi.png,5204,Medium,157,80,0,0,68,25,247,279,11,78,79
Le Triomphant,Iris Libre,Destroyer,Super Rare,Level 100,/w/images/5/53/Le_TriomphantChibi.png,1684,Light,180,77,114,233,206,54,145,0,10,177,187
Junyou,Sakura Empire,Light Aircraft Carrier,Rare,Level 100,/w/images/c/cf/JunyouChibi.png,4448,Medium,137,80,0,0,49,25,215,244,11,65,69
I-56,Sakura Empire,Submarine,Elite,Base Stats,/w/images/5/58/I-56Chibi.png,335,Light,23,46,11,97,7,14,0,0,2,57,0
Junyou,Sakura Empire,Light Aircraft Carrier,Rare,Base Stats,/w/images/c/cf/JunyouChibi.png,860,Medium,58,80,0,0,19,25,46,52,3,25,19
Le Triomphant,Iris Libre,Destroyer,Super Rare,Base Stats,/w/images/5/53/Le_TriomphantChibi.png,326,Light,76,77,24,49,79,54,31,0,3,68,51
Houshou,Sakura Empire,Light Aircraft Carrier,Elite,Level 120,/w/images/f/ff/HoushouChibi.png,3621,Medium,176,79,0,0,66,25,257,286,11,81,92
Bremerton,Eagle Union,Heavy Cruiser,Super Rare,Level 100,/w/images/a/ad/BremertonChibi.png,4311,Medium,160,55,233,0,24,26,232,0,12,116,0
Houshou,Sakura Empire,Light Aircraft Carrier,Elite,Level 100,/w/images/f/ff/HoushouChibi.png,3095,Medium,153,79,0,0,47,25,224,251,11,68,81
Forbin,Iris Libre,Destroyer,Rare,Level 120 Retrofit,/w/images/7/76/ForbinChibi.png,1436,Light,193,69,89,439,200,42,168,0,8,186,219
Houshou,Sakura Empire,Light Aircraft Carrier,Elite,Base Stats,/w/images/f/ff/HoushouChibi.png,599,Medium,65,79,0,0,18,25,48,53,3,26,22
I-168,Sakura Empire,Submarine,Super Rare,Level 120,/w/images/6/67/I-168Chibi.png,1993,Light,115,22,65,539,43,18,0,0,7,172,0
Shouhou,Sakura Empire,Light Aircraft Carrier,Rare,Level 120 Retrofit,/w/images/8/8b/ShouhouChibi.png,4523,Medium,183,24,0,0,70,28,283,339,10,78,84
Forbin,Iris Libre,Destroyer,Rare,Level 120,/w/images/7/76/ForbinChibi.png,1376,Light,193,69,69,409,200,39,138,0,8,186,189
Shouhou,Sakura Empire,Light Aircraft Carrier,Rare,Level 120,/w/images/8/8b/ShouhouChibi.png,4283,Medium,178,24,0,0,70,28,248,279,10,78,84
Suruga,Sakura Empire,Battleship,Super Rare,Level 120,/w/images/a/a2/SurugaChibi.png,8229,Heavy,139,37,421,213,37,28,215,0,15,68,0
Shouhou,Sakura Empire,Light Aircraft Carrier,Rare,Level 100 Retrofit,/w/images/8/8b/ShouhouChibi.png,3932,Medium,159,24,0,0,50,28,251,304,10,65,73
Forbin,Iris Libre,Destroyer,Rare,Level 100 Retrofit,/w/images/7/76/ForbinChibi.png,1207,Light,168,69,80,398,193,42,150,0,8,177,200
Shouhou,Sakura Empire,Light Aircraft Carrier,Rare,Level 100,/w/images/8/8b/ShouhouChibi.png,3692,Medium,154,24,0,0,50,28,216,244,10,65,73
